id,gare,geo_point,uic
2790465992,Conflans Fin d'Oise,"48.9904918, 2.0739046",8738145
2874290142,Drancy,"48.9327118, 2.4540165",8727140
4086749707,Gare du Nord,"48.8803289, 2.3549113999999998",8727102
2791434058,Deuil - Montmagny,"48.9758722, 2.3380598",8727634
422423877,Aéroport Charles de Gaulle 2 TGV,"49.003600684905756, 2.570711991938217",8700147
4086784454,Gare du Nord,"48.8801338, 2.3557126",8727102
2786589386,Garges - Sarcelles,"48.9755425, 2.3890795",8727619
2851132928,Villepinte,"48.9628802, 2.5122659",8727145
4086784474,Gare du Nord,"48.8802861, 2.3546706",8727102
2513105285,Domont,"49.0329685, 2.3371163",8727643
2710063778,Villeneuve-Saint-Georges,"48.7298397, 2.445973",8768182
4087904974,Gare du Nord,"48.8801694, 2.3569109",8727102
2756572122,Houdan,"48.7959237, 1.6025738",8739346
4089563534,Gare du Nord,"48.8803564, 2.3567519",8727102
4088291285,Gare du Nord,"48.8800673, 2.3560831",8727102
2727671503,Sarcelles - Saint-Brice,"48.995923, 2.3687757",8727638
4089563539,Gare du Nord,"48.8803679, 2.3566973",8727102
4088294089,Gare du Nord,"48.8800878, 2.3559685",8727102
404745649,Gare de L'Est,"48.87724838863331, 2.359194164502976",8711300
2710063918,Villeneuve-Saint-Georges,"48.7306299, 2.4463122",8768182
4088294097,Gare du Nord,"48.8801899, 2.3554724",8727102
318355415,Bibliothèque François Mitterrand,"48.82880794814795, 2.377583321640102",8732832
2790206196,Villeneuve Triage,"48.7452448, 2.4382523",8768180
4088645328,Magenta,"48.880099, 2.3574643",8728187
133107788,Les-Essarts-le-Roi,"48.72160025000001, 1.8893936500000001",8739328
2671886885,Créteil Pompadour,"48.7709875, 2.4350848",8760880
4089563537,Gare du Nord,"48.8803633, 2.3567191",8727102
415077596,Musée d'Orsay,"48.86040894027114, 2.325289000677539",8754730
4089581300,Gare du Nord,"48.8820159, 2.3579979",8727102
4089563538,Gare du Nord,"48.8803656, 2.3567082",8727102
177544644,La Verrière,"48.755797618707284, 1.939366293879583",8739325
420780224,Chelles Gournay,"48.874212939287546, 2.582546704144343",8711611
4089563552,Gare du Nord,"48.8805296, 2.3571225",8727102
2737826279,Villiers-le-Bel - Gonesse - Arnouville,"48.9940281, 2.4163875",8727622
2382959098,Les Ardoines,"48.7828852, 2.4091485",8749210
4089563555,Gare du Nord,"48.8805364, 2.3570899",8727102
2737826343,Villiers-le-Bel - Gonesse - Arnouville,"48.9941248, 2.4165647",8727622
2530465443,Vitry sur Seine,"48.8005085, 2.4027768",8754529
4089563585,Gare du Nord,"48.8815537, 2.3571348",8727102
26978060,La Verrière,"48.75608320723027, 1.94233000873921",8739325
3675611227,Gare de Lyon,"48.8448282, 2.3762886",8768600
4089581295,Gare du Nord,"48.881646, 2.3571779",8727102
2441908644,Goussainville,"49.0239886, 2.4634300000000002",8727624
2922594857,Ivry-sur-Seine,"48.8141741, 2.391187",8754530
4089613423,Gare du Nord,"48.8801376, 2.3569437",8727102
211363225,Saint-Lazare,"48.877343853746076, 2.323133056298067",8738400
3697742196,Gare de Lyon,"48.8442858, 2.3761668",8768600
4089613452,Gare du Nord,"48.8808541, 2.3570477",8727102
112881558,Gare de L'Est,"48.87880703909295, 2.3591429496479313",8711300
4085143457,Gare de Lyon,"48.8445026, 2.3760997",8768600
4089670861,Gare du Nord,"48.881228, 2.3574654",8727102
2870579920,Cormeilles-en-Parisis,"48.9686653, 2.1932681",8738186
141653130,Vaires - Torcy,"48.875553633423095, 2.63922990390314",8711629
4089670871,Gare du Nord,"48.8814065, 2.3574573",8727102
2813733676,Bois-Colombes,"48.9142246, 2.271519",8738107
618777745,Gare de L'Est,"48.8770526, 2.360422",8711300
4089674938,Magenta,"48.8801215, 2.3573302",8728187
387293876,Pierrelaye,"49.019363662538986, 2.153485092886503",8727609
2790740376,Le Vert de Maisons,"48.7879198, 2.4324189",8768124
2889490965,Haussmann - Saint-Lazare,"48.8750489, 2.3293268",8728189
133516812,Yerres,"48.706778899999996, 2.483680599999999",8768211
269893290,Vaires - Torcy,"48.875690367382354, 2.638956837975959",8711629
2889490969,Haussmann - Saint-Lazare,"48.8751243, 2.329303",8728189
121498650,Frépillon,"49.045292531217406, 2.197193917671268",8727665
2847425348,Gare de L'Est,"48.8772293, 2.3597718",8711300
2889490970,Haussmann - Saint-Lazare,"48.875087, 2.3292971",8728189
276533633,Boussy-Saint-Antoine,"48.68006205134473, 2.534779070913783",8768213
2777593302,Maisons-Alfort - Alfortville,"48.8018255, 2.426323",8768115
2889490971,Haussmann - Saint-Lazare,"48.8750652, 2.3295543",8728189
262187426,Corbeil Essonne,"48.61392948237584, 2.474216701320268",8768100
2777593351,Maisons-Alfort - Alfortville,"48.8019532, 2.4265111",8768115
2889490982,Haussmann - Saint-Lazare,"48.8750861, 2.3295747",8728189
2803811750,Bruyères-sur-Oise,"49.1551712, 2.3264241",8727645
3132034706,Gare de L'Est,"48.8775205, 2.3602399",8711300
2889627336,Haussmann - Saint-Lazare,"48.875039, 2.3265473",8728189
2803756736,Bruyères-sur-Oise,"49.1553061, 2.3264171",8727645
2790576621,Maisons-Alfort - Alfortville,"48.8022735, 2.426561",8768115
3270939199,Saint-Lazare,"48.8762922, 2.326533",8738400
2752893985,Luzarches,"49.1172361, 2.4206923",8727657
283576191,Drancy,"48.932911081828266, 2.454927110335689",8727140
4097313863,Saint-Lazare,"48.8771196, 2.3267862",8738400
264612879,Évry - Courcouronnes,"48.62570164312355, 2.428387542271348",8768138
3137314996,Gare de L'Est,"48.8772573, 2.3599179",8711300
4099981896,Haussmann - Saint-Lazare,"48.8747945, 2.3295747",8728189
2737584880,Survilliers - Fosses,"49.099599, 2.5254174",8727626
3440750020,Gare de L'Est,"48.8772641, 2.3601091",8711300
4099981906,Haussmann - Saint-Lazare,"48.8747972, 2.3294555",8728189
2737584882,Survilliers - Fosses,"49.0996032, 2.5253113",8727626
275958522,Les Boullereaux - Champigny,"48.82467499999999, 2.51301665",8711377
4100000471,Haussmann - Saint-Lazare,"48.8747934, 2.3296285",8728189
304134598,Évry - Courcouronnes,"48.62567680091327, 2.428595900592771",8768138
251410668,Dammartin - Juilly - Saint-Mard,"49.03190375240216, 2.69831149679816",8727153
4100121793,Haussmann - Saint-Lazare,"48.8755385, 2.3286867",8728189
2737668963,Survilliers - Fosses,"49.099473, 2.52561",8727626
120372104,Melun,"48.52730597416453, 2.654775134944575",8768200
4100121795,Haussmann - Saint-Lazare,"48.875544, 2.3286773",8728189
2737669039,Survilliers - Fosses,"49.0997571, 2.5254719",8727626
2860872833,Taverny,"49.0253858, 2.221878",8727663
1999469416,Saint-Michel Notre-Dame,"48.8541362, 2.3436693",8754731
46152290,Neuville Université,"49.01476954352445, 2.079838738435814",8733448
2868278319,Vaucelles,"49.0211767, 2.2310286",8727662
3137314979,Gare de L'Est,"48.8769923, 2.3590713",8711300
138791608,Neuville Université,"49.0149865, 2.080056049999999",8733448
284573063,Savigny-le-Temple - Nandy,"48.5959562, 2.5844025",8768218
3340763261,Sèvres - Rive Gauche,"48.8212042, 2.2147695",8739312
150888355,Neuville Université,"49.01568004511897, 2.079303429497291",8733448
2811305365,Saint-Leu-la-Forêt,"49.0151157, 2.2432498",8727660
2531490034,Meudon Val Fleury,"48.8071477, 2.2407046",8739308
412068263,Juvisy sur Orge,"48.68932875, 2.38332205",8754524
2811305383,Saint-Leu-la-Forêt,"49.0153768, 2.2426429",8727660
2531490054,Meudon Val Fleury,"48.8073011, 2.240853",8739308
3655665289,Pont du Garigliano - Hôpital européen Georges-Pompidou,"48.8394056, 2.270943",8739332
422452263,Savigny-le-Temple - Nandy,"48.595601944073714, 2.5836422637444283",8768218
2870191314,Meudon,"48.8143666, 2.2429062",8739310
2531866580,Avenue Foch,"48.8697733, 2.2747675",8738103
2811428344,Saint-Leu-la-Forêt,"49.0152284, 2.242809",8727660
2870191324,Meudon,"48.8144718, 2.2429064",8739310
211479337,Éragny - Neuville,"49.01825099978008, 2.091215842174812",8738141
2811428351,Saint-Leu-la-Forêt,"49.0153903, 2.2426568",8727660
2874693413,Bellevue,"48.8187392, 2.230319",8739311
2386532983,Champs de Mars - Tour Eiffel,"48.8570045, 2.2900614",8739305
616500503,Cernay,"48.9856036, 2.2564058",8727606
2874699460,Bellevue,"48.818597, 2.2306858",8739311
119155604,Clichy-Levallois,"48.89742521474261, 2.29738823019206",8738112
2837806758,Ermont Halte,"48.9898169, 2.2633286999999997",8727658
2870191352,Meudon,"48.8148938, 2.2409102",8739310
2752741242,Bouffémont - Moisselles,"49.0452096, 2.3227754",8727648
2837808010,Ermont Halte,"48.9905311, 2.2631451",8727658
2870191364,Meudon,"48.8150603, 2.2403368",8739310
243567971,Athis-Mons,"48.71233905519694, 2.403637968850909",8754525
4165625205,Ermont Halte,"48.989892, 2.2632547",8727658
2752741315,Bouffémont - Moisselles,"49.0455756, 2.3227019",8727648
622351404,Gros Noyer Saint-Prix,"48.9970852, 2.2587327999999998",8727659
2870191331,Meudon,"48.814578, 2.2420243",8739310
2836240904,Montsoult - Maffliers,"49.0660889, 2.3224021",8727649
2809095687,Gros Noyer Saint-Prix,"48.9951831, 2.2605013",8727659
2868835374,Clamart,"48.8142691, 2.272568",8739156
276396142,Yerres,"48.70633439609457, 2.482896083065038",8768211
2809095700,Gros Noyer Saint-Prix,"48.9958354, 2.2597779",8727659
3695682375,Clamart,"48.8141196, 2.2733755",8739156
246330790,Savigny sur Orge,"48.676259596808784, 2.351950329666404",8754523
2809095904,Gros Noyer Saint-Prix,"48.9958872, 2.2597403",8727659
2531543904,Issy,"48.819506, 2.2584891",8739307
2739911899,Villiers-le-Bel - Gonesse - Arnouville,"48.9941659, 2.4162139",8727622
2809095920,Gros Noyer Saint-Prix,"48.9961092, 2.2597655",8727659
2531544049,Issy,"48.8197484, 2.2587286",8739307
2809095930,Gros Noyer Saint-Prix,"48.9962524, 2.2596422",8727659
1455462792,Saint-Cloud,"48.8456453, 2.2171986",8738235
1812314245,Goussainville,"49.0238981, 2.4631078",8727624
2809095938,Gros Noyer Saint-Prix,"48.996453, 2.2593239",8727659
2697560189,Saint-Cloud,"48.844974, 2.217617",8738235
94720438,Chilly-Mazarin,"48.7004707, 2.3083258",8739363
2809095953,Gros Noyer Saint-Prix,"48.9965578, 2.2592415",8727659
2697560204,Saint-Cloud,"48.8454216, 2.2171327",8738235
421850902,Bois-Colombes,"48.91365933654447, 2.272510040231199",8738107
2809115465,Gros Noyer Saint-Prix,"48.9968965, 2.2589315",8727659
2697560469,Saint-Cloud,"48.8467083, 2.2176675",8738235
251195027,Colombes,"48.92280915, 2.25983525",8738108
415556513,Mériel,"49.0777813, 2.2054788",8727667
2698032626,Le Val d'Or,"48.8558869, 2.2165369",8738236
56135449,Juvisy sur Orge,"48.68903905, 2.38273615",8754524
2759054659,Mériel,"49.0775758, 2.2054637",8727667
2698032663,Le Val d'Or,"48.8564318, 2.2163572",8738236
2786589374,Garges - Sarcelles,"48.9754943, 2.3889518",8727619
2759054750,Mériel,"49.0779187, 2.2054291",8727667
2698032701,Le Val d'Or,"48.8564902, 2.2165718",8738236
2786589468,Garges - Sarcelles,"48.9759904, 2.3891912",8727619
2397573176,Montigny - Beauchamp,"49.0076802, 2.1965736",8727608
282950922,Meudon,"48.8148634143866, 2.240946992806024",8739310
2757362140,Domont,"49.0326847, 2.3374473",8727643
3906016562,Pierrelaye,"49.0193873, 2.1534203",8727609
137191034,Issy,"48.819913967095125, 2.259312715859295",8739307
407172386,Taverny,"49.02517265, 2.2225982",8727663
2808910344,Saint-Ouen-l'Aumône Quartier de l'Église,"49.0393117, 2.1035566",8738142
88037021,Vanves Malakoff,"48.818278051451955, 2.2914931240568333",8739153
103712147,Vaucelles,"49.02181531788196, 2.2294352623884572",8727662
2808910360,Saint-Ouen-l'Aumône Quartier de l'Église,"49.0397192, 2.1036919",8738142
104483886,Saint-Cloud,"48.845356366472615, 2.217029881841143",8738235
403980700,Nanterre Université,"48.90093286722445, 2.211467653007827",8738631
2808910359,Saint-Ouen-l'Aumône Quartier de l'Église,"49.0396993, 2.1038389",8738142
132287356,Saint-Cloud,"48.84453182639665, 2.217304690384267",8738235
151832106,Puteaux,"48.88360538260756, 2.234089023271012",8738238
198377766,Saint-Cloud,"48.845294550000006, 2.2169991",8738235
276745787,La Défense - Grande Arche,"48.8934694286009, 2.238020177942233",8738221
2711553920,Épluches,"49.0549355, 2.1226997",8727614
198377775,Saint-Cloud,"48.84586475, 2.21763755",8738235
283107430,Meudon,"48.814349050000004, 2.242994",8739310
2711512733,Pont Petit,"49.060714, 2.1310053",8727615
414510446,Le Val d'Or,"48.85683660005763, 2.2166956593372342",8738236
365567942,Clamart,"48.814137286470974, 2.27336629012804",8739156
2709738105,Chaponval,"49.0691504, 2.1413261",8727616
2813390420,Asnières-sur-Seine,"48.9059344, 2.2834351",8738113
372049922,Vanves Malakoff,"48.81831203833213, 2.29192801068574",8739153
2813390422,Asnières-sur-Seine,"48.9059409, 2.2834094",8738113
372049927,Vanves Malakoff,"48.81828922755311, 2.291894817729267",8739153
2781694716,Frépillon,"49.0442669, 2.1973796",8727665
2813390441,Asnières-sur-Seine,"48.9060284, 2.2832692",8738113
241519360,Nointel - Mours,"49.132743000000005, 2.28028525",8727675
2781694773,Frépillon,"49.0454082, 2.1971675",8727665
2813390447,Asnières-sur-Seine,"48.9060514, 2.2832003",8738113
264081243,Saint-Cloud,"48.84635210054147, 2.217574498287758",8738235
2386905244,Méry sur Oise,"49.0576527, 2.1907402",8727666
2813390465,Asnières-sur-Seine,"48.9061171, 2.2837527",8738113
280803205,Persan - Beaumont,"49.14793215, 2.278659",8727646
2781608055,Méry sur Oise,"49.0576192, 2.190762",8727666
2813390469,Asnières-sur-Seine,"48.9061312, 2.2830765",8738113
152468351,Le Val d'Or,"48.8565793, 2.21646025",8738236
2709983030,Auvers-sur-Oise,"49.0703329, 2.1750507",8727654
2813390474,Asnières-sur-Seine,"48.9061443, 2.2834012",8738113
266697641,La Garenne-Colombes,"48.90937459002737, 2.239315736542259",8738600
2709983124,Auvers-sur-Oise,"49.0706161, 2.1754096",8727654
2821151023,Clichy-Levallois,"48.896888, 2.2981468",8738112
3598502608,Gennevilliers,"48.9337305, 2.3067344",8727120
2509587072,Franconville - Le Plessis-Bouchard,"48.994728, 2.232912",8727607
2821151056,Clichy-Levallois,"48.8972357, 2.297686",8738112
2509573416,Les Grésillons,"48.9206393, 2.3138408999999998",8727214
2821151115,Clichy-Levallois,"48.8979, 2.2970706",8738112
2509573420,Les Grésillons,"48.9207165, 2.3137997",8727214
2799440877,Bessancourt,"49.0359049, 2.2098199",8727664
4221239942,Clichy-Levallois,"48.8967657, 2.2981461",8738112
3757880310,Gennevilliers,"48.9336426, 2.3068902",8727120
2834130539,Epinay-Villetaneuse,"48.9577385, 2.3291519",8727112
4221240189,Clichy-Levallois,"48.8970172, 2.2984486",8738112
263466334,Chaville - Rive-Gauche,"48.80463606267048, 2.188127173936499",8739320
2834130833,Epinay-Villetaneuse,"48.9584911, 2.3281498",8727112
2793527308,Les Vallées,"48.9136886, 2.2577385",8738630
263466336,Chaville - Rive-Gauche,"48.8049324455338, 2.188559286553823",8739320
2804408025,La Barre Ormesson,"48.9660485, 2.3171254",8727117
2813733664,Bois-Colombes,"48.9141056, 2.2717054",8738107
182797297,Sèvres - Ville d'Avray,"48.82760974690281, 2.200625222322998",8738234
2804408047,La Barre Ormesson,"48.9661516, 2.316954",8727117
3902235506,Colombes,"48.9237111, 2.2594091",8738108
130218700,Viarmes,"49.116644444299624, 2.368201130187898",8727656
2834843527,Enghien-Les-Bains,"48.9723291, 2.3075471",8727602
4179354726,Colombes,"48.9237417, 2.2587014",8738108
270234374,Viarmes,"49.1168213, 2.3683407",8727656
2791433929,Deuil - Montmagny,"48.9753969, 2.3374392999999998",8727634
2798583537,Le Stade,"48.9309099, 2.2606162",8738109
198872503,Bruyères-sur-Oise,"49.155216391340204, 2.326445687623741",8727645
2791433989,Deuil - Montmagny,"48.9757437, 2.3378067",8727634
2798583555,Le Stade,"48.9311781, 2.2607744",8738109
4121149103,Gare Montparnasse,"48.8409928, 2.3198549",8739100
2791434036,Deuil - Montmagny,"48.9758374, 2.3381902",8727634
2798583559,Le Stade,"48.9312143, 2.2605599",8738109
421850915,Bois-Colombes,"48.9148329, 2.27070025",8738107
2791434062,Deuil - Montmagny,"48.9758864, 2.3379412",8727634
2798586902,Le Stade,"48.9325657, 2.2611618",8738109
4034392522,Gare Montparnasse,"48.841352, 2.3205277",8739100
2787685040,Groslay,"48.984184, 2.3533505999999997",8727636
705360408,Les Grésillons,"48.9198446, 2.3144673",8727214
421850919,Bois-Colombes,"48.914874850000004, 2.27075945",8738107
2787685043,Groslay,"48.9842097, 2.3533933",8727636
2509573412,Les Grésillons,"48.9204742, 2.3139248",8727214
276289715,Colombes,"48.92285175, 2.2600153",8738108
2787685100,Groslay,"48.9846357, 2.353822",8727636
182705906,Sèvres - Ville d'Avray,"48.82725491469575, 2.200560700707918",8738234
2756572468,Houdan,"48.7961158, 1.6019618",8739346
283413945,Sèvres - Ville d'Avray,"48.827191311364295, 2.200545863404024",8738234
2759364181,Houdan,"48.7959177, 1.6028381",8739346
2786589330,Garges - Sarcelles,"48.9752153, 2.3879415",8727619
263935704,Garches - Marnes la Coquette,"48.838547446016754, 2.18731799209609",8738225
2759364238,Houdan,"48.7954715, 1.6027852999999999",8739346
2786589495,Garges - Sarcelles,"48.9760297, 2.389738",8727619
327334594,Sèvres - Rive Gauche,"48.82130973828366, 2.214719356433468",8739312
2792968217,Tacoignières - Richebourg,"48.8295453, 1.669067",8739345
2786589580,Garges - Sarcelles,"48.976388, 2.3902739",8727619
922301878,Courbevoie,"48.8989016, 2.2462711",8738220
2386627220,Saint-Michel Notre-Dame,"48.8535047, 2.34518",8754731
3326675634,Garges - Sarcelles,"48.9766376, 2.3906373",8727619
2701791978,Courbevoie,"48.8984069, 2.248506",8738220
2806838360,Rambouillet,"48.6431375, 1.8310469999999999",8739331
2513105226,Domont,"49.0327734, 2.3377457",8727643
2701791987,Courbevoie,"48.8984419, 2.2489049",8738220
2806838361,Rambouillet,"48.643162, 1.8310845",8739331
2513105275,Domont,"49.0328669, 2.3369938",8727643
2701792091,Courbevoie,"48.8991776, 2.2507099",8738220
2531574221,Invalides,"48.8627792, 2.3133147",8739303
2752687601,Domont,"49.0328407, 2.3377872",8727643
2701792117,Courbevoie,"48.8992634, 2.2506322",8738220
1203766048,Musée d'Orsay,"48.8602936, 2.3272306",8754730
2752687616,Domont,"49.0328708, 2.3376431",8727643
2701950083,Courbevoie,"48.8983035, 2.2480397",8738220
2806838489,Rambouillet,"48.6439454, 1.832325",8739331
2757362138,Domont,"49.0326811, 2.3374646",8727643
2721755836,La Garenne-Colombes,"48.9096351, 2.2401728",8738600
2806838821,Rambouillet,"48.6440859, 1.8325508",8739331
2757362169,Domont,"49.0326963, 2.337409",8727643
2721778862,La Garenne-Colombes,"48.9095387, 2.2398525",8738600
263466338,Chaville - Rive-Gauche,"48.804981678428575, 2.189169937260266",8739320
2757362203,Domont,"49.0327176, 2.3375694",8727643
2722038388,La Garenne-Colombes,"48.9097799, 2.2401597",8738600
182705903,Sèvres - Ville d'Avray,"48.82722540000001, 2.2008645",8738234
4098083132,Gare de L'Est,"48.8764779, 2.3599039",8711300
2849462314,La Garenne-Colombes,"48.9093796, 2.2383237",8738600
2889627324,Haussmann - Saint-Lazare,"48.8749862, 2.326455",8728189
1479044849,Sarcelles - Saint-Brice,"48.9947435, 2.3683845",8727638
2715368740,Bécon-les-Bruyères,"48.9059461, 2.268955",8738200
2806838840,Rambouillet,"48.644264, 1.8328315",8739331
4098085828,Gare de L'Est,"48.8768945, 2.3593132",8711300
2780593840,Bécon-les-Bruyères,"48.9058506, 2.2685029",8738200
2993051562,Saint-Lazare,"48.8754273, 2.3247309",8738400
4099567448,Gare de L'Est,"48.8765768, 2.3595178",8711300
2780593859,Bécon-les-Bruyères,"48.9059012, 2.2685664",8738200
2470995258,Le Perray en Yvelines,"48.6928642, 1.8566894",8739329
2727671482,Sarcelles - Saint-Brice,"48.9958372, 2.3687356",8727638
2792312814,Bécon-les-Bruyères,"48.9054959, 2.2691243",8738200
200741914,Vaucresson,"48.83683105, 2.1526993",8738226
2727671483,Sarcelles - Saint-Brice,"48.99584, 2.3685057",8727638
1489807683,Asnières-sur-Seine,"48.9059229, 2.2837558",8738113
