Nom de la gare,Code UIC complet,Année,Total Voyageurs
Épanvilliers,87575357,2020,770
Épinay-sur-Seine,87271148,2020,2191067
Épluches,87276147,2020,45388
Épouville,87413732,2020,895
Éragny - Neuville,87381418,2020,534439
Erstein,87214148,2020,399673
Escaudœuvres,87345496,2020,143
Essonnes Robinson,87681601,2020,153959
Étain,87175794,2020,88396
Étang-sur-Arroux,87694141,2020,76286
Étriché - Châteauneuf,87484154,2020,20760
Évian-les-Bains,87745679,2020,116019
Évry Val de Seine,87681361,2020,499987
Évry-Courcouronnes,87681387,2020,6157562
Exideuil,87592881,2020,0
Faulquemont,87193359,2020,116301
Fécamp,87413542,2020,107655
Fépin,87172874,2020,4484
Feuquières - Fressenneville,87317503,2020,1392
Forbach,87193003,2020,204729
Fourchambault,87696229,2020,14195
Francheville,87722702,2020,57723
Fresnoy-le-Grand,87296293,2020,14289
Frontignan,87773556,2020,223824
Fronville,87175075,2020,1289
Futuroscope,87324095,2020,74475
Garancières - La Queue,87393439,2020,179212
Garches - Marnes-la-Coquette,87382259,2020,1034529
Gardanne,87751420,2020,194015
Gestel,87476309,2020,5461
Gien,87684290,2020,82044
Gilley,87718577,2020,13290
Glos - Montfort,87415349,2020,0
Grand Bourg,87681353,2020,165376
Gravelines,87281246,2020,26881
Grenoble,87747006,2020,4781532
Gretz-Armainvilliers,87116012,2020,482211
Grigny Centre,87681379,2020,4075590
Grigny le Sablon,87722298,2020,70641
Grisolles,87611673,2020,76876
Groisy - Thorens-Glières,87746248,2020,67698
Gundershoffen,87213223,2020,72612
Hangest-sur-Somme,87313114,2020,32903
Harfleur Halte,87413708,2020,2055
Hasenrain,87181024,2020,0
Hatrize,87192724,2020,286
Heilly,87316059,2020,4490
Herchies,87313692,2020,2344
Herrlisheim,87212340,2020,117805
Hettange-Grande,87191163,2020,308253
Hoenheim Tram,87338517,2020,55669
Houlgate,87444406,2020,8614
Hundling,87193540,2020,36599
Illfurth,87182204,2020,49498
Ingrandes sur Vienne,87575134,2020,4722
Invalides,87393033,2020,6073454
Isbergues,87342279,2020,104530
Issou - Porcheville,87381574,2020,115670
Iwuy,87345397,2020,5446
Janzé,87471334,2020,138538
Jarrie - Vizille,87747535,2020,9411
Jarville-la-Malgrange,87141010,2020,30636
Jassonneix,87594085,2020,496
Jœuf,87191700,2020,26881
Joigny,87683243,2020,231567
Joncet,87784710,2020,54
Jouy,87394155,2020,76843
Kerhuon,87474213,2020,35965
Keskastel,87215491,2020,47041
Koenigsmacker,87191619,2020,760
Kruth,87182642,2020,18542
La Bachellerie,87595595,2020,165
La Barasse,87635581,2020,7390
La Baule-Escoublac,87481754,2020,312631
La Cave,87595215,2020,4
La Chaize-le-Vicomte,87486308,2020,557
La Chapelle - Aulnay,87590364,2020,14849
La Chaumusse - Fort-du-Plasne,87715391,2020,1747
La Courneuve - Aubervilliers,87271304,2020,7940110
La Couronne Carro,87753541,2020,12542
La Faloise,87313239,2020,7969
La Fère,87296632,2020,94403
La Ferté-Saint-Aubin,87543124,2020,100161
La Fouillouse,87726232,2020,5484
La Frayère,87757740,2020,45627
La Garde,87755306,2020,86086
La Grand-Combe,87775254,2020,14586
La Haie-Fouassière,87481416,2020,87906
La Jarrie,87485185,2020,13853
La Joux,87746842,2020,217
La Meyze,87592808,2020,1776
La Pomme,87751719,2020,8093
La Rivière-Drugeon,87715144,2020,26061
La Roche-Maurice,87474262,2020,9792
La Ville-Dieu-du-Temple,87611459,2020,11941
La Wantzenau,87212316,2020,24431
Labège Innopole,87612002,2020,133473
Labergement-Sainte-Marie,87715219,2020,5664
Labruguière,87615526,2020,4084
Lacourtensourt,87611434,2020,34168
Lagny - Thorigny,87116319,2020,2089458
Lamagistère,87611855,2020,14791
Lamarche,87144303,2020,456
Lamonzie-Saint-Martin,87584243,2020,300
Landerneau,87474239,2020,444597
Landévant,87476234,2020,34646
Landivisiau,87474270,2020,113857
Landry,87741777,2020,25802
Laneuveville-devant-Nancy,87141093,2020,6555
Langeac,87734319,2020,15948
Lannemezan,87671123,2020,53489
L'Arbresle,87721431,2020,490113
Lardy,87545160,2020,232537
L'Argentière Les Écrins,87763557,2020,29970
Laroque-Timbaut,87586412,2020,178
Laval,87478404,2020,830231
Lavaufranche,87597740,2020,251
Lavaur,87615476,2020,98271
Le Bosquet,87757757,2020,52529
Le Buet,87746883,2020,1890
Le Burg,87594614,2020,275
Le Cellier,87481168,2020,34534
Le Coteau,87726828,2020,53349
Le Dramont,87757542,2020,9735
Le Haut Banc,87316687,2020,2705
Le Havre,87413013,2020,1170571
Le Lioran,87645473,2020,6284
Le Pallet,87481424,2020,141363
Le Péage-de-Roussillon,87722678,2020,578999
Le Pont-de-Beauvoisin,87741470,2020,89022
Le Pont-de-Claix,87747519,2020,4685
Le Puy-en-Velay,87734699,2020,167756
Le Teich,87582601,2020,186120
Le Vert de Maisons,87681247,2020,1675026
Le Vieux Briollay,87484139,2020,16718
Lentilly,87721555,2020,219037
Les Arcs - Draguignan,87755447,2020,535660
Les Bardys,87592048,2020,929
Les Bons Pères,87297515,2020,1569
Les Cauquillous,87328021,2020,7693
Les Clairières de Verneuil,87386664,2020,205506
Les Églisottes-et-Chalaures,87584532,2020,18059
Les Mais,87473587,2020,476
Les Perrières,87691600,2020,487
Les Rosiers-sur-Loire,87487876,2020,41186
Les Tines,87746834,2020,2133
Les Trillers,87641373,2020,723
Les Vallées,87386300,2020,2342371
Les Yvris Noisy-le-Grand,87113803,2020,510705
Lieusaint - Moissy,87682153,2020,3206507
Lille Europe,87223263,2020,3303176
Lille Porte de Douai,87287250,2020,19925
L'Isle-Jourdain,87611806,2020,206838
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,87765479,2020,90311
L'Isthme,87476275,2020,992
Logelbach,87182345,2020,22194
Longecourt-en-Plaine,87712620,2020,2912
Longpont,87271775,2020,111
Longpré-les-Corps-Saints,87313122,2020,95828
Longueil-Annel,87272195,2020,13925
Longueil-Sainte-Marie,87276303,2020,24630
Longwy,87194001,2020,309513
Loreux,87576157,2020,4520
Loriol-sur-Drôme,87761262,2020,39667
Louhossoa,87673673,2020,390
Ludres,87141481,2020,14306
Lumes,87172189,2020,16421
Lunéville,87141150,2020,651634
Lussac-les-Châteaux,87575845,2020,17096
Lutzelbourg,87215160,2020,50185
Luxé,87583823,2020,18100
Luxeuil-les-Bains,87185595,2020,19999
Machilly,87745588,2020,28442
Mandelieu-la-Napoule,87757591,2020,67170
Manosque - Gréoux-les-Bains,87751321,2020,44366
Mantes Station,87381590,2020,482261
Marans,87485060,2020,376
Marbache,87141796,2020,15271
Marignac - Saint-Béat,87611194,2020,1574
Marmagne,87576132,2020,4351
Maroeuil,87342188,2020,9351
Maromme,87411249,2020,68052
Marseillan Plage,87781294,2020,8269
Marseille-en-Beauvaisis,87313726,2020,27336
Massy - Palaiseau,87393579,2020,2446441
Maubeuge,87295006,2020,337479
Maurs,87645168,2020,3962
Mazingarbe,87342121,2020,480
Mennessis,87296434,2020,6485
Mérignac Arlac,87278259,2020,64264
Méru,87313668,2020,585310
Meuse TGV,87147322,2020,142401
Meximieux - Pérouges,87723585,2020,460159
Millau,87783001,2020,30177
Molinges,87743591,2020,604
Monestier-de-Clermont,87747592,2020,16152
Monnaie,87574681,2020,18587
Monnerville,87545111,2020,13925
Montastruc-la-Conseillère,87615369,2020,131202
Montbarrey,87718866,2020,343
Montbrison,87726448,2020,84454
Mont-Dauphin - Guillestre,87763508,2020,51656
Monte-Carlo Country Club,87338590,2020,88
Montereau,87682302,2020,1683227
Montluçon Rimard,87323675,2020,7320
Montluel,87723569,2020,326450
Montmoreau,87583674,2020,9910
Montreuil-sur-Ille,87478032,2020,193212
Montrond-les-Bains,87726885,2020,70602
Montry - Condé,87116400,2020,27850
Morannes,87484170,2020,19077
Moret - Veneux-les-Sablons,87682278,2020,785471
Moreuil,87313320,2020,120466
Morlaix,87474338,2020,411383
Morvillars,87184424,2020,5663
Mouchard,87718833,2020,98864
Mussidan,87595298,2020,113146
Mutzig,87214585,2020,195671
Nançois - Tronville,87175067,2020,664
Nancy,87141002,2020,5160489
Nanterre Université,87386318,2020,3437362
Nanteuil - Saâcy,87116558,2020,369657
Neau,87478545,2020,2608
Négrondes,87595132,2020,1806
Nemours - Saint-Pierre,87684126,2020,824697
Neuilly - Porte Maillot,87381020,2020,2566267
Neuilly-Saint-Front,87116681,2020,270
Neuves-Maisons,87141507,2020,13677
Niolon,87753582,2020,27090
Nogent-l'Artaud - Charly,87116566,2020,283466
Nort-sur-Erdre,87481598,2020,198720
Notre-Dame de Briançon,87741694,2020,3517
Obermodern-Zutzendorf,87213165,2020,141240
Ogeu-les-Bains,87672709,2020,6253
Olonne-sur-Mer,87486431,2020,6788
Orchamps,87718361,2020,47320
Origny-en-Thiérache,87296145,2020,8383
Orry-la-Ville - Coye,87276279,2020,1302429
Ostricourt,87345249,2020,123204
Oudon,87481184,2020,58585
Oullins,87722207,2020,114348
Pagny-le-Château,87713669,2020,9037
Pantin,87113209,2020,4377192
Paris Austerlitz,87547000,2020,11806493
Paris Saint-Lazare,87384008,2020,59151798
Parthenay,87487173,2020,6148
Pas des Lanciers,87753285,2020,71280
Peille,87756791,2020,8434
Peillon Sainte-Thècle,87756783,2020,6534
Pérenchies,87286278,2020,45576
Perpignan,87784009,2020,1050546
Petit Vaux,87393652,2020,208995
Peyrehorade,87672337,2020,12908
Pierre-Buffière,87592253,2020,21915
Pléchâtel,87471177,2020,25107
Plouaret Trégor,87473181,2020,76436
Plouvara - Plerneuf,87473132,2020,455
Pointe de Grave,87581397,2020,1720
Pommevic,87618058,2020,0
Pont d'Ardres,87281410,2020,3152
Pont du Garigliano - Hôpital Européen Georges Pompidou,87393322,2020,1456644
Pont-à-Mousson,87141820,2020,714474
Pontarlier,87715003,2020,181980
Pontcharra sur Bréda,87747493,2020,485809
Pont-du-Château,87734087,2020,42416
Pont-l'Évêque,87444349,2020,70343
Pontrieux,87473843,2020,3797
Pont-sur-Yonne,87683136,2020,72818
Pornic,87481283,2020,106737
Pornichet,87481747,2020,91939
Porte de Clichy,87111278,2020,2057835
Port-Vendres,87784264,2020,16364
Presles Courcelles,87276501,2020,182853
Provenchères-sur-Fave,87144345,2020,424
Pruniers-en-Sologne,87576199,2020,5040
Puyoô,87672279,2020,33039
Quiberon,87476457,2020,81868
Quincieux,87721290,2020,60983
Raon-l'Étape,87144626,2020,84240
Rassuen,87753426,2020,1340
Reichshoffen,87213249,2020,138449
Rémelfing,87193623,2020,3118
Rethel,87172270,2020,226047
Rives,87747246,2020,231234
Rivesaltes,87784173,2020,63974
Rixheim,87182071,2020,126305
Roanne,87726802,2020,619152
Rochy-Condé,87313601,2020,3031
Romilly-sur-Seine,87118158,2020,223817
Ronchamp,87185314,2020,36900
Roppenheim,87212415,2020,9793
Rosières-aux-Salines,87141127,2020,196168
Rosult,87286567,2020,45264
Rothau,87214726,2020,111464
Roubaix,87286732,2020,110804
Rouessé-Vassé,87396259,2020,1363
Rouffach,87182337,2020,156200
Rouillé,87485532,2020,8279
Royan,87491803,2020,158081
Rozières-sur-Mouzon,87144311,2020,6
Ruffec,87583849,2020,53148
Rully,87712026,2020,29406
Sain-Bel,87721605,2020,145241
Sains-du-Nord,87295709,2020,34475
Saint-Aignan - Noyers,87574897,2020,81130
Saint-Amand-Montrond - Orval,87576322,2020,44514
Saint-André-lez-Lille,87286195,2020,10102
Saint-Antoine-de-Breuilh,87584201,2020,2807
Saint-Astier,87595249,2020,107474
Saint-Aulaire,87594622,2020,1828
Saint-Aunès,87773465,2020,2966
Saint-Avre - La Chambre,87741306,2020,49465
Saint-Ay,87574129,2020,9396
Saint-Brice-sur-Vienne,87592691,2020,613
Saint-Chamond,87726307,2020,429784
Saint-Clément - Laronxe,87141374,2020,19686
Saint-Denis-des-Murs,87592097,2020,2656
Saint-Égrève Saint-Robert,87747352,2020,42409
Sainte-Marguerite,87287193,2020,1
Saint-Erme-Outre-et-Ramecourt,87171751,2020,50364
Saint-Étienne Bellevue,87726190,2020,65757
Saint-Étienne Le Clapier,87726174,2020,29378
Saint-Flour - Chaudes-Aigues,87783175,2020,16395
Saint-Genouph,87571851,2020,155
Saint-Georges-d'Aurac,87734301,2020,3143
Saint-Geours-de-Maremne,87673269,2020,6453
Saint-Germain-au-Mont-d'Or,87721282,2020,269883
Saint-Germain-les-Belles,87592287,2020,9856
Saint-Hilaire-de-Chaléons,87481234,2020,14462
Saint-Hilaire-sur-Helpe,87297531,2020,44
Saint-Jacques-de-la-Lande,87471052,2020,3741
Saint-Jean-de-Losne,87713651,2020,44316
Saint-Jory,87611657,2020,155002
Saint-Julien - Clénay,87713834,2020,34658
Saint-Léonard-de-Noblat,87592071,2020,23970
Saint-Louis,87182139,2020,872620
Saint-Mammès,87682294,2020,200892
Saint-Martin d'Étampes,87545350,2020,326933
Saint-Michel - Valloire,87742361,2020,75613
Saint-Michel Notre-Dame,87547315,2020,15072376
Saint-Paterne-Racan,87571554,2020,12765
Saint-Paul-de-Varax,87723783,2020,63346
Saint-Pierre-des-Corps,87571240,2020,2121656
Saint-Pierre-la-Cour,87478768,2020,23633
Saint-Pierre-sur-Dives,87444216,2020,34560
Saint-Priest-Taurion,87592055,2020,20763
Saint-Rome-de-Cernon,87783431,2020,943
Saint-Sever,87447714,2020,7
Saint-Sulpice - Auteuil,87313684,2020,92438
Saint-Sulpice (Tarn),87615344,2020,428034
Saint-Symphorien-de-Marmagne,87694174,2020,456
Salses-le-Château,87784157,2020,15374
Santenay les Bains,87713594,2020,5101
Sarrance,87672766,2020,1021
Sarreguemines,87193615,2020,321471
Saulxures,87214759,2020,1064
Saverne,87212225,2020,944195
Senozan,87725671,2020,6159
Séon Saint-Henri,87751636,2020,0
Serdinya,87784702,2020,151
Sermizelles - Vézelay,87683722,2020,7458
Serqueux,87411470,2020,45212
Sévérac-d'Aveyron,87783365,2020,12150
Sierck-les-Bains,87191635,2020,1760
Sillery,87171637,2020,0
Simiane-Collongue,87751438,2020,86245
Sin-le-Noble,87345405,2020,27972
Sisteron,87751206,2020,21755
Soissons,87271817,2020,418188
Souillac,87594333,2020,82337
Stains La Cerisaie T11,87697334,2020,497666
Steenwerck,87286161,2020,35755
Sucé-sur-Erdre,87481572,2020,103295
Tarbes,87671008,2020,334030
Tassin,87721514,2020,217013
Teillé,87396051,2020,1817
Terrasson-Lavilledieu,87594408,2020,13380
Teting-sur-Nied,87193342,2020,1869
Thaon-les-Vosges,87144097,2020,206600
Thenon,87595579,2020,9160
Thionville,87191007,2020,1940743
Thonon-les-Bains,87745646,2020,325977
Thouars,87487009,2020,16233
Trégonneau - Squiffiec,87473819,2020,559
Trouville - Deauville,87444372,2020,493350
Tulle,87594499,2020,90608
Tullins Fures,87761759,2020,243773
Us,87381178,2020,67299
Valdahon,87718544,2020,154754
Valdahon Camp Militaire,87718601,2020,4850
Valergues - Lansargues,87773432,2020,8348
Vandières,87192476,2020,6261
Vaucelles,87276626,2020,347901
Vaudagne,87746727,2020,77
Vauxaillon,87297283,2020,6962
Vauzelles,87691469,2020,1452
Vayrac,87594739,2020,56
Velars-sur-Ouche,87712331,2020,2933
Vendôme,87574558,2020,79003
Verneuil-sur-Avre,87393595,2020,85692
Versailles Château Rive Gauche,87393157,2020,3837152
Vervins,87296129,2020,40255
Vesoul,87185009,2020,161860
Veuves - Monteaux,87574327,2020,5049
Vidauban,87755421,2020,6576
Vierzon Forges,87576090,2020,1644
Vieux-Thann Zone Industrielle,87181289,2020,18540
Villefranche-de-Lauragais,87615013,2020,184399
Villennes-sur-Seine,87386649,2020,295749
Villeperdue,87575043,2020,28288
Villers-Bretonneux,87313437,2020,137411
Villers-Saint-Paul,87276378,2020,53101
Villiers-le-Bel - Gonesse - Arnouville,87276220,2020,6564341
Vis à Marles,87342535,2020,8560
Vitry-le-François,87174276,2020,110464
Viviers-du-Lac,87741140,2020,6139
Vivoin - Beaumont,87396077,2020,24763
Vosves,87682500,2020,19979
Voujeaucourt,87184531,2020,10356
Voutré,87478560,2020,1295
Wacquemoulin,87316208,2020,1681
Waligator Parc,87191098,2020,4923
Wambaix,87345595,2020,2
Wesserling,87182618,2020,30909
Wimille - Wimereux,87317123,2020,30981
Ychoux,87582536,2020,95922
Abbaretz,87481614,2020,22773
Aigueperse,87734129,2020,50677
Aiguillon,87586693,2020,89616
Aime - La Plagne,87741769,2020,71603
Aixe-sur-Vienne,87592667,2020,8611
Albens,87746115,2020,67880
Albi Madeleine,87615195,2020,37520
Albias,87613398,2020,11378
Ambronay - Priay,87743146,2020,5665
Anchamps,87172858,2020,5694
Andelot-en-Montagne,87715102,2020,4698
Andrézieux-Bouthéon,87726406,2020,20292
Angers Saint-Laud,87484006,2020,3433325
Angoulins sur Mer,87485102,2020,7140
Anor,87295055,2020,14384
Apach,87191643,2020,369
Appilly,87296459,2020,5965
Arc-et-Senans,87718841,2020,47438
Argenton-sur-Creuse,87597120,2020,118590
Arrou,87394486,2020,7471
Audun-le-Roman,87194357,2020,4600
Aumale,87313767,2020,865
Auneau,87545657,2020,16876
Auvers-sur-Oise,87276543,2020,74720
Avenay-Val-d'Or,87171579,2020,17236
Avenue du Président Kennedy Maison de Radio France,87543207,2020,969800
Avenue Foch,87381038,2020,672618
Avignon Centre,87765008,2020,1279138
Avoudrey,87718551,2020,13740
Azay-le-Rideau,87571638,2020,66667
Bagnac-sur-Célé,87613604,2020,920
Bailleul,87286179,2020,764001
Bailleul-Sir-Berthoult,87342592,2020,640
Bainville-sur-Madon,87141531,2020,2
Balbigny,87726869,2020,58218
Bannalec,87474189,2020,25645
Barentin,87411264,2020,169387
Barenton-Bugny,87297291,2020,6211
Barjac,87783563,2020,109
Bar-le-Duc,87175042,2020,279951
Baroncourt,87192658,2020,5756
Bas - Monistrol-sur-Loire,87726778,2020,55120
Bas Évette,87184200,2020,3614
Basse-Ham,87191601,2020,14
Baume-les-Dames,87718460,2020,155122
Beaugency,87574160,2020,243606
Beauvais,87313510,2020,988279
Beauvoisin,87775809,2020,4826
Bécon les Bruyères,87382002,2020,5613320
Bédarieux,87781609,2020,16035
Bédarrides,87765198,2020,9782
Bedous,87672774,2020,12252
Bègles,87581801,2020,24877
Belfort - Montbéliard TGV,87300822,2020,360875
Belleville sur Sâone,87721357,2020,609269
Belvès,87595876,2020,3663
Bénestroff,87192302,2020,7919
Béning-lès-Saint-Avold,87193250,2020,77404
Bernay,87444299,2020,336799
Berthelming,87215335,2020,15676
Besançon Viotte,87718007,2020,1587747
Beuvry lès Béthune,87342402,2020,7478
Bibliothèque François Mitterrand,87328328,2020,15220367
Bidarray Pont Noblia,87673699,2020,2001
Biffontaine,87144188,2020,806
Billy-Montigny,87345140,2020,138698
Bischoffsheim,87214296,2020,92984
Blois - Chambord,87574004,2020,934646
Blonville-sur-Mer - Benerville,87444380,2020,1398
Bogny-sur-Meuse,87172049,2020,66622
Bouaye,87481200,2020,24669
Boucoiran-et-Nozières,87775346,2020,3772
Bourges,87576207,2020,615575
Bourgoin-Jallieu,87723429,2020,922883
Bournezeau,87486324,2020,320
Bourth,87393603,2020,0
Bouthéon,87726216,2020,26961
Boves,87313213,2020,10945
Bréauté - Beuzeville,87413344,2020,393317
Breil-sur-Roya,87756833,2020,32917
Breteuil,87313247,2020,30912
Bretigny - Norges,87712265,2020,10228
Bretoncelles,87394270,2020,21239
Breuillet Village,87545491,2020,374054
Brignoud,87747451,2020,165206
Bully - Grenay,87342105,2020,99295
Buno - Gironville,87681510,2020,33180
Busseau sur Creuse,87597708,2020,628
Calais - Fréthun,87281071,2020,415684
Capdenac,87613109,2020,82518
Carhaix-Plouguer,87473504,2020,29538
Casino Lacroix Laval,87208553,2020,9241
Cassel,87281139,2020,91344
Castillon-la-Bataille,87584136,2020,106766
Caudrot,87582841,2020,5015
Caudry,87345561,2020,82399
Caulnes,87473066,2020,42095
Caussade,87613356,2020,77676
Cazères,87611079,2020,123606
Ceintrey,87141572,2020,1425
Cergy Préfecture,87381905,2020,6692312
Cernay (Val-d'Oise),87276063,2020,1637839
Châbons,87747212,2020,44628
Chamarande,87545152,2020,97082
Chamonix-Mont-Blanc,87746784,2020,100733
Champ de Courses d'Enghien,87276030,2020,1146691
Champagne-sur-Oise,87276519,2020,187365
Champagne-sur-Seine,87682450,2020,283539
Charmes,87144055,2020,239565
Château-Arnoux-Saint-Auban,87751230,2020,7155
Châteaubriant,87481648,2020,17166
Château-l'Évêque,87595165,2020,1671
Châteaulin,87474064,2020,20984
Châteauroux,87597005,2020,560045
Châtelaillon-Plage,87485110,2020,56464
Châtillon d'Azergues,87721753,2020,13629
Chaville - Vélizy,87393173,2020,824196
Chaville Rive Gauche,87393207,2020,510085
Chedde,87746701,2020,15047
Chemillé-en-Anjou,87484246,2020,90698
Chenonceaux,87574491,2020,30101
Chépy - Valines,87317495,2020,235
Chevillon,87175117,2020,1822
Chèvremont,87184259,2020,0
Chinon,87571687,2020,107852
Chissay-en-Touraine,87574848,2020,2361
Clères,87411819,2020,97518
Clermont de l'Oise,87313304,2020,709439
Clerval,87184622,2020,39726
Cloyes-sur-le-Loir,87574509,2020,11071
Coat Guégan,87473579,2020,318
Collonges - Fontaines,87721225,2020,70106
Colmar Saint-Joseph,87181222,2020,64908
Colombier-Fontaine,87184556,2020,10622
Colomiers Lycée International,87611921,2020,138766
Combourg,87478057,2020,216965
Comines,87286260,2020,1058
Conches-en-Ouche,87387159,2020,48376
Cosne-Cours-sur-Loire,87696146,2020,116309
Couliboeuf,87444232,2020,0
Coulommiers,87116301,2020,773068
Courcay - Tauxigny,87571448,2020,3814
Cramoisy,87313544,2020,1531
Crécy-la-Chapelle,87116772,2020,104465
Croix - Wasquehal,87286716,2020,3694
Cros de Cagnes,87756338,2020,137254
Crouy-sur-Ourcq,87116640,2020,111182
Cuers - Pierrefeu,87755355,2020,49667
Culmont - Chalindrey,87142125,2020,35598
Dannes - Camiers,87317081,2020,9337
Dardilly Le Jubin,87721449,2020,29694
Decize,87696484,2020,61224
Deluz,87718429,2020,1240
Denain,87343459,2020,21192
Dercy - Froidmont,87297143,2020,10378
Dieppe,87415018,2020,376579
Digoin,87694695,2020,18097
Dirinon,87474015,2020,4781
Dissay,87575191,2020,23302
Domblans - Voiteur,87718213,2020,35660
Dommartin - Remiencourt,87316109,2020,7769
Dompierre Sept Fons,87696427,2020,9188
Dordives,87684233,2020,19270
Dourges,87345165,2020,152051
Dreux,87393488,2020,919445
Duppigheim,87214536,2020,72738
Écouen - Ézanville,87276394,2020,1028707
Égly,87545475,2020,279760
Einvaux,87141200,2020,3416
Émerainville - Pontault-Combault,87116046,2020,2596996
Enghien-les-Bains,87276022,2020,4138595
Épernay,87171553,2020,479008
Epfig,87214221,2020,21334
Épierre - Saint-Léger,87741280,2020,24628
Erdre-Active,87590356,2020,27016
Err,87784843,2020,697
Esbly,87116327,2020,1279094
Esches,87272096,2020,32345
Estavar,87784827,2020,138
Estrées-Saint-Denis,87313387,2020,35533
Esvres sur Indre,87571422,2020,17079
Étival-Clairefontaine,87144642,2020,35050
Étréchy,87545145,2020,377874
Eu,87317537,2020,21903
Évron,87478552,2020,93350
Eymoutiers Vassivière,87592121,2020,34711
Farébersviller,87193516,2020,930
Farschviller,87193524,2020,18309
Faubourg d'Orléans,87576173,2020,133709
Fegersheim - Lipsheim,87212266,2020,91314
Felletin,87597849,2020,281
Feuquerolles,87316752,2020,0
Fleurieux-sur-l'Arbresle,87721563,2020,87204
Folligny,87447649,2020,2163
Fons - Saint-Mamert,87775379,2020,11709
Fors,87485326,2020,27613
Fougeré,87486316,2020,1890
Fouquereuil,87342204,2020,1055
Fourmies,87295048,2020,116402
Freistroff,87191395,2020,1494
Fréjus - Saint-Raphael Autotrain,87757518,2020,30
Fretin,87286641,2020,53815
Froncles,87142240,2020,37461
Fumay,87172098,2020,53838
Gallieni Cancéropôle,87497461,2020,35229
Gan,87672618,2020,2628
Gannat,87732404,2020,56161
Garges - Sarcelles,87276196,2020,9809827
Gauriaguet,87491225,2020,39013
Génelard,87694653,2020,10405
Gennevilliers,87271205,2020,1107599
Gerzat,87734046,2020,20688
Gorges,87481432,2020,37904
Gourland,87473801,2020,1651
Granville,87447680,2020,183469
Gros Noyer Saint-Prix,87276592,2020,940853
Groslay,87276360,2020,865891
Guéret,87597609,2020,41808
Guéthary,87673459,2020,20561
Guichen - Bourg-des-Comptes,87471151,2020,111583
Guillerval,87545129,2020,11258
Guimiliau,87474296,2020,807
Haluchère Batignolles,87590331,2020,68259
Haubourdin,87286096,2020,40675
Hayange,87191239,2020,5225
Hazebrouck,87286302,2020,1218094
Heiligenberg - Mollkirch,87214627,2020,17456
Hendaye,87677005,2020,194632
Herny,87193383,2020,5431
Hesdin,87317222,2020,4175
Hirson,87295063,2020,70357
Houdan,87393462,2020,434862
Hyères,87755629,2020,340343
Igney - Avricourt,87215103,2020,14494
Imphy,87696450,2020,23676
Ingwiller,87213785,2020,158851
Issoudun,87597062,2020,120150
Iteuil,87577403,2020,7509
Itxassou,87673665,2020,10
Jatxou,87673632,2020,0
Joinville,87175091,2020,39873
Jonchery-sur-Vesle,87171314,2020,81555
Kalhausen,87193664,2020,7484
Ker Lann,87159947,2020,47823
Krimmeri Meinau,87338525,2020,119333
La Bastide - Saint-Laurent-les-Bains,87775171,2020,13692
La Bohalle,87487843,2020,16229
La Brigue,87756874,2020,2044
La Chapelle-Saint-Mesmin,87543371,2020,5215
La Chapelle-sur-Erdre,87481564,2020,18377
La Crèche,87485474,2020,15336
La Croix de Méan,87481689,2020,2737
La Douzillère,87009696,2020,7664
La Ferté-Imbault,87576082,2020,11851
La Ferté-Milon,87116673,2020,72807
La Fontaine,87286427,2020,1408
La Forest-Landerneau,87474221,2020,70874
La Garenne-Colombes,87386003,2020,2241473
La Gouesnière - Cancale - Saint-Méloir-des-Ondes,87478099,2020,34881
La Jonchère-Saint-Maurice,87592337,2020,14282
La Madeleine,87286187,2020,8254
La Marche,87691394,2020,2403
La Membrolle-sur-Choisille,87571513,2020,591
La Ménitré,87487884,2020,77182
La Norville - Saint-Germain-lès-Arpajon,87545459,2020,341290
La Poterie,87334508,2020,45583
La Redonne Ensuès,87753574,2020,28337
La Rochefoucauld,87583427,2020,1
La Roche-sur-Foron,87746305,2020,245508
La Taye,87394403,2020,8999
La Tour-du-Pin,87723478,2020,592483
La Valbonne,87723577,2020,128045
Labarthe-Inard,87611129,2020,230
Labège Village,87612028,2020,8161
Lacelle,87592147,2020,870
Laifour,87172072,2020,12463
Laissac,87783761,2020,504
Laissey,87718437,2020,15728
Lamanon,87753731,2020,22952
Landrecies,87295642,2020,11742
Lantenay,87712323,2020,11780
Laqueuille,87641274,2020,4694
Larche,87594424,2020,13
Lardenne,87611939,2020,10484
Lauterbourg,87212464,2020,15414
Laval-de-Cère,87594796,2020,338
Laveline-devant-Bruyères,87144162,2020,3175
Lavilletertre,87381202,2020,8309
Le Breuil-sur-Couze,87734228,2020,24702
Le Buisson-de-Cadouin,87595751,2020,23717
Le Chambon-Feugerolles,87726711,2020,16223
Le Coudray-Montceaux,87681635,2020,47794
Le Creusot - Montceau-les-Mines - Montchanin TGV,87694109,2020,393139
Le Grand Jardin,87444323,2020,15895
Le Luc - Le Cannet,87755405,2020,33909
Le Mans,87396002,2020,2781897
Le Perray-en-Yvelines,87393298,2020,391241
Le Quesnoy,87295857,2020,304744
Le Teil,87764472,2020,3311
Le Thor,87765453,2020,23166
Le Trayas,87757575,2020,6186
Lépanges,87144048,2020,570
Les Aubrais,87543017,2020,888807
Les Boullereaux Champigny,87113779,2020,1547173
Les Cabrils,87781559,2020,144
Les Coquetiers,87113845,2020,574067
Les Échets,87723718,2020,83453
